"x"
"1"	3
"2"	18
"3"	29
"4"	43
"5"	56
"6"	67
"7"	70
"8"	71
"9"	76
"10"	78
"11"	89
"12"	105
"13"	122
"14"	123
"15"	127
"16"	128
"17"	221
"18"	249
"19"	263
"20"	271
"21"	285
"22"	310
"23"	313
"24"	316
"25"	317
"26"	368
"27"	369
"28"	374
"29"	403
"30"	417
"31"	428
"32"	431
"33"	443
"34"	444
"35"	462
"36"	465
"37"	479
"38"	483
"39"	492
"40"	502
"41"	503
"42"	507
"43"	511
"44"	550
"45"	612
"46"	616
"47"	617
"48"	668
"49"	678
"50"	744
"51"	766
"52"	780
"53"	784
