Supercluster,Cluster,ClusterGroup,Neuron,idid,Gene name,Driver,Sex,Raw score,Normalised score,,
XIX,853,17,TH-F-100012,13406,THMARCM-200F_seg1,TH-Gal4,F,76594.1,0.78,,
XIX,853,17,TH-F-200010,13437,THMARCM-252F_seg1,TH-Gal4,F,80616.8,0.76,,
XIX,853,17,TH-F-300037,13462,THMARCM-299F_seg1,TH-Gal4,F,77401.49,0.77,,
XIX,853,17,TH-F-200034,13474,THMARCM-314F_seg1,TH-Gal4,F,75668.75,0.76,,
XIX,853,17,TH-F-200052,13498,THMARCM-371F_seg1,TH-Gal4,F,74919.01,0.75,,
XIX,853,17,TH-F-200064,13513,THMARCM-389F_seg1,TH-Gal4,F,76226.14,0.76,,
XIX,853,17,TH-F-200076,13535,THMARCM-422F_seg1,TH-Gal4,F,74182.79,0.74,,
XIX,853,17,TH-F-200077,13536,THMARCM-424F_seg1,TH-Gal4,F,76298.43,0.76,,
XIX,853,17,TH-F-200081,13544,THMARCM-434F_seg1,TH-Gal4,F,76540.51,0.75,,
XIX,853,17,TH-F-300061,13552,THMARCM-449F_seg1,TH-Gal4,F,76932.98,0.77,,
XIX,853,17,TH-F-200088,13556,THMARCM-456F_seg1,TH-Gal4,F,78120.11,0.78,,
XIX,853,17,TH-F-100056,13574,THMARCM-500F_seg1,TH-Gal4,F,75555.06,0.76,,
XIX,853,17,TH-F-100060,13581,THMARCM-509F_seg1,TH-Gal4,F,72376.63,0.74,,
XIX,853,17,TH-F-200096,13592,THMARCM-525F_seg1,TH-Gal4,F,74787.47,0.76,,
XIX,853,17,TH-F-200097,13594,THMARCM-527F_seg1,TH-Gal4,F,76104.13,0.77,,
XIX,853,17,TH-F-100070,13616,THMARCM-565F_seg1,TH-Gal4,F,76906.4,0.76,,
XIX,853,17,TH-F-100078,13651,THMARCM-658F_seg,TH-Gal4,F,74521.33,0.76,,
XIX,853,17,TH-F-100083,13702,THMARCM-723F_seg,TH-Gal4,F,74388.65,0.75,,
XIX,853,17,TH-F-100086,13711,THMARCM-739F_seg1,TH-Gal4,F,76037.05,0.77,,
XIX,853,17,TH-F-100091,13717,THMARCM-748F_seg1,TH-Gal4,F,73830.45,0.76,,
XIX,853,17,TH-F-100095,13729,THMARCM-759F_seg1,TH-Gal4,F,74938.43,0.75,,
XIX,853,17,TH-F-100099,13736,THMARCM-764F_seg2,TH-Gal4,F,70958.21,0.73,,
XIX,853,17,TH-F-100104,13742,THMARCM-770F_seg1,TH-Gal4,F,74111.41,0.76,,
XIX,853,17,TH-F-000085,13750,THMARCM-787F_seg1,TH-Gal4,F,73285.94,0.74,,
XIX,853,17,TH-F-000099,13765,THMARCM-817F_seg1,TH-Gal4,F,71320.72,0.74,,
XIX,853,17,TH-F-000101,13767,THMARCM-819F_seg1,TH-Gal4,F,75981.33,0.77,,
XIX,848,18,TH-F-700007,13332,THMARCM-057F_seg1,TH-Gal4,F,10512.26,1,,
XIX,848,18,Trh-M-500192,2110,TPHMARCM-M001608_seg001,Trh-Gal4,M,5420.11,0.52,,
XIX,848,18,TH-M-500003,3059,THMARCM-617M_seg,TH-Gal4,M,6307.84,0.58,,
XIX,848,18,TH-M-600005,3069,THMARCM-665M_seg,TH-Gal4,M,6152.67,0.57,,
XIX,848,18,TH-M-700003,3081,THMARCM-050M_seg1,TH-Gal4,M,5954.27,0.58,,
XIX,848,18,TH-M-700006,3109,THMARCM-122M_seg1,TH-Gal4,M,5077.53,0.51,,
XIX,848,18,TH-M-700007,3110,THMARCM-124M_seg1,TH-Gal4,M,6256.34,0.56,,
XIX,848,18,TH-M-600006,3351,THMARCM-678M_seg,TH-Gal4,M,6409.73,0.63,,
XIX,848,18,TH-M-700021,3352,THMARCM-684M_seg,TH-Gal4,M,6563.73,0.62,,
XIX,848,18,TH-F-700008,10464,THMARCM-058F_seg1,TH-Gal4,F,5711.83,0.55,,
XIX,848,18,TH-F-600000,13313,THMARCM-028F_seg1,TH-Gal4,F,4347.88,0.46,,
XIX,848,18,TH-F-700002,13326,THMARCM-047F_seg1,TH-Gal4,F,6228.68,0.62,,
XIX,848,18,TH-F-700024,13370,THMARCM-115_seg1,TH-Gal4,F,6530.65,0.6,,
XIX,848,18,TH-F-700030,13376,THMARCM-135F_seg1,TH-Gal4,F,5685.41,0.57,,
XIX,848,18,TH-F-700035,13381,THMARCM-141F_seg1,TH-Gal4,F,6216.73,0.62,,
XIX,848,18,TH-F-500001,13649,THMARCM-656F_seg,TH-Gal4,F,4423.22,0.46,,
XIX,867,18,TH-F-100077,13644,THMARCM-648F_seg,TH-Gal4,F,37037.78,1,,
XIX,867,18,TH-M-700004,1724,THMARCM_117M_seg1,TH-Gal4,M,18508.82,0.57,,
XIX,867,18,Trh-M-500194,2114,TPHMARCM-M001612_seg001,Trh-Gal4,M,18438.68,0.58,,
XIX,867,18,Trh-M-600098,2198,TPHMARCM-M001688_seg001,Trh-Gal4,M,17916.77,0.59,,
XIX,867,18,Trh-M-600104,2207,TPHMARCM-M001695_seg002,Trh-Gal4,M,18684.02,0.6,,
XIX,867,18,TH-M-700012,3047,THMARCM-128M_seg1,TH-Gal4,M,19404.88,0.57,,
XIX,867,18,TH-M-500004,3060,THMARCM-618M_seg,TH-Gal4,M,20961.32,0.63,,
XIX,867,18,TH-M-600008,3067,THMARCM-653M_seg,TH-Gal4,M,19418.72,0.62,,
XIX,867,18,TH-M-700002,3080,THMARCM-048M_seg1,TH-Gal4,M,17254.64,0.55,,
XIX,867,18,TH-M-700008,3111,THMARCM-125M_seg1,TH-Gal4,M,21329.2,0.66,,
XIX,867,18,TH-M-700016,3117,THMARCM-145M_seg1,TH-Gal4,M,21037.91,0.63,,
XIX,867,18,TH-M-700017,3118,THMARCM-147M_seg1,TH-Gal4,M,17208.63,0.55,,
XIX,867,18,TH-M-600007,3353,THMARCM-685M_seg,TH-Gal4,M,17263.35,0.54,,
XIX,867,18,Gad1-F-000098,4110,GadMARCM-F000695_seg001,Gad1-Gal4,F,14805.75,0.51,,
XIX,867,18,Cha-F-100305,4329,ChaMARCM-F001390_seg001,Cha-Gal4,F,16572.6,0.53,,
XIX,867,18,Cha-F-300183,5271,ChaMARCM-F000667_seg002,Cha-Gal4,F,15927.29,0.5,,
XIX,867,18,VGlut-F-600727,6841,DvGlutMARCM-F004022_seg001,VGlut-Gal4,F,20042.51,0.61,,
XIX,867,18,fru-F-400105,7872,FruMARCM-F000796_seg002,fru-Gal4,F,19552.54,0.55,,
XIX,867,18,fru-F-500042,9956,FruMARCM-F000548_seg001,fru-Gal4,F,19519.17,0.56,,
XIX,867,18,Gad1-F-900030,11302,GadMARCM-F000275_seg001,Gad1-Gal4,F,17201.99,0.57,,
XIX,867,18,Trh-F-700062,12429,TPHMARCM-1225F_seg1,Trh-Gal4,F,17188.77,0.6,,
XIX,867,18,Trh-F-500194,12562,TPHMARCM-F001350_seg001,Trh-Gal4,F,18184.47,0.58,,
XIX,867,18,Trh-F-400069,13225,TPHMARCM-712F_seg1,Trh-Gal4,F,18062.24,0.56,,
XIX,867,18,TH-F-700001,13325,THMARCM-046F_seg1,TH-Gal4,F,20424.57,0.59,,
XIX,867,18,TH-F-700003,13327,THMARCM-049F_seg1,TH-Gal4,F,19636.5,0.63,,
XIX,867,18,TH-F-700005,13330,THMARCM-055F_seg1,TH-Gal4,F,18791.8,0.55,,
XIX,867,18,TH-F-700006,13331,THMARCM-056F_seg1,TH-Gal4,F,18112.23,0.56,,
XIX,867,18,TH-F-700018,13364,THMARCM-108_seg1,TH-Gal4,F,15763.95,0.53,,
XIX,867,18,TH-F-700025,13371,THMARCM-116_seg1,TH-Gal4,F,17914.2,0.59,,
XIX,867,18,TH-F-700026,13372,THMARCM-120F_seg1,TH-Gal4,F,12435.99,0.44,,
XIX,867,18,TH-F-700027,13373,THMARCM-130F_seg1,TH-Gal4,F,20946.45,0.65,,
XIX,867,18,TH-F-700032,13378,THMARCM-138F_seg1,TH-Gal4,F,13109.12,0.51,,
XIX,867,18,TH-F-700034,13380,THMARCM-140F_seg1,TH-Gal4,F,18567.83,0.62,,
XIX,867,18,TH-F-700042,13654,THMARCM-666F_seg,TH-Gal4,F,18709.41,0.58,,
XIX,867,18,TH-F-500003,13665,THMARCM-679F_seg,TH-Gal4,F,18248.26,0.55,,
XIX,867,18,TH-F-500004,13666,THMARCM-680F_seg,TH-Gal4,F,18633.35,0.57,,
XIX,867,18,TH-F-600001,13703,THMARCM-726F_seg,TH-Gal4,F,23791.92,0.59,,
XIX,867,18,TH-F-600002,13704,THMARCM-727F_seg,TH-Gal4,F,17021.26,0.53,,
XIX,867,18,Trh-F-400079,14261,TPHMARCM-809F-01_seg1,Trh-Gal4,F,18381.23,0.6,,
XIX,871,18,TH-F-600003,13705,THMARCM-728F_seg,TH-Gal4,F,18963.07,1,,
XIX,871,18,fru-M-000070,1277,FruMARCM-M001464_seg001,fru-Gal4,M,10167.02,0.56,,
XIX,871,18,TH-M-700015,3048,THMARCM-143M_seg1,TH-Gal4,M,10140.51,0.56,,
XIX,871,18,TH-M-700019,3065,THMARCM-638M_seg,TH-Gal4,M,9599.84,0.54,,
XIX,871,18,TH-M-600004,3066,THMARCM-640M_seg,TH-Gal4,M,10561.31,0.59,,
XIX,871,18,TH-M-700020,3068,THMARCM-664M_seg,TH-Gal4,M,9529.34,0.5,,
XIX,871,18,TH-M-700010,3113,THMARCM-127M_seg1,TH-Gal4,M,9477.24,0.46,,
XIX,871,18,TH-F-700019,13365,THMARCM-109_seg1,TH-Gal4,F,11803.47,0.63,,
XIX,871,18,TH-F-700022,13368,THMARCM-113_seg1,TH-Gal4,F,9316.68,0.51,,
XIX,871,18,TH-F-300053,13530,THMARCM-414F_seg1,TH-Gal4,F,9492.34,0.55,,
XIX,871,18,TH-F-400014,13620,THMARCM-580F_seg,TH-Gal4,F,10320.82,0.54,,
XIX,871,18,TH-F-700041,13640,THMARCM-639F_seg,TH-Gal4,F,9710.24,0.54,,
XIX,871,18,TH-F-700043,13667,THMARCM-681F_seg,TH-Gal4,F,9975.88,0.57,,
XIX,871,18,TH-F-700036,13782,THMARCM-F_142_seg1,TH-Gal4,F,11761.11,0.61,,
XIX,875,19,TH-F-600003,13705,THMARCM-728F_seg,TH-Gal4,F,18963.07,1,,
XIX,875,19,fru-M-000070,1277,FruMARCM-M001464_seg001,fru-Gal4,M,10167.02,0.56,,
XIX,875,19,TH-M-700015,3048,THMARCM-143M_seg1,TH-Gal4,M,10140.51,0.56,,
XIX,875,19,TH-M-700019,3065,THMARCM-638M_seg,TH-Gal4,M,9599.84,0.54,,
XIX,875,19,TH-M-600004,3066,THMARCM-640M_seg,TH-Gal4,M,10561.31,0.59,,
XIX,875,19,TH-M-700020,3068,THMARCM-664M_seg,TH-Gal4,M,9529.34,0.5,,
XIX,875,19,TH-M-700010,3113,THMARCM-127M_seg1,TH-Gal4,M,9477.24,0.46,,
XIX,875,19,TH-F-700019,13365,THMARCM-109_seg1,TH-Gal4,F,11803.47,0.63,,
XIX,875,19,TH-F-700022,13368,THMARCM-113_seg1,TH-Gal4,F,9316.68,0.51,,
XIX,875,19,TH-F-300053,13530,THMARCM-414F_seg1,TH-Gal4,F,9492.34,0.55,,
XIX,875,19,TH-F-400014,13620,THMARCM-580F_seg,TH-Gal4,F,10320.82,0.54,,
XIX,875,19,TH-F-700041,13640,THMARCM-639F_seg,TH-Gal4,F,9710.24,0.54,,
XIX,875,19,TH-F-700043,13667,THMARCM-681F_seg,TH-Gal4,F,9975.88,0.57,,
XIX,875,19,TH-F-700036,13782,THMARCM-F_142_seg1,TH-Gal4,F,11761.11,0.61,,
XIX,880,20,Trh-F-500020,13895,TPHMARCM-160F_seg1,Trh-Gal4,F,16639.66,1,,
XIX,880,20,Trh-M-400107,2069,TPHMARCM-M001572_seg001,Trh-Gal4,M,11991,0.73,,
XIX,880,20,Trh-M-400118,2102,TPHMARCM-M001601_seg002,Trh-Gal4,M,11133.37,0.7,,
XIX,880,20,Trh-M-400127,2138,TPHMARCM-M001628_seg001,Trh-Gal4,M,11389.61,0.68,,
XIX,880,20,Trh-M-400135,2152,TPHMARCM-M001640_seg001,Trh-Gal4,M,11246.89,0.7,,
XIX,880,20,Trh-M-400142,2188,TPHMARCM-M001678_seg001,Trh-Gal4,M,11651.12,0.72,,
XIX,880,20,Trh-M-300073,2580,TPHMARCM-851M_seg1,Trh-Gal4,M,11356.76,0.68,,
XIX,880,20,Trh-M-200058,2590,TPHMARCM-1173M_seg1,Trh-Gal4,M,10975.73,0.69,,
XIX,880,20,Trh-M-300131,2606,TPHMARCM-1270M_seg1,Trh-Gal4,M,12121.04,0.71,,
XIX,880,20,Trh-M-100077,2638,TPHMARCM-M001407_seg001,Trh-Gal4,M,10364.91,0.64,,
XIX,880,20,Trh-M-300092,2785,TPHMARCM-1009M_seg1,Trh-Gal4,M,11205.98,0.65,,
XIX,880,20,Trh-M-400051,2801,TPHMARCM-1029M_seg1,Trh-Gal4,M,9605.18,0.58,,
XIX,880,20,Trh-M-300095,2851,TPHMARCM-1079M_seg1,Trh-Gal4,M,11835.27,0.72,,
XIX,880,20,Trh-M-400086,2857,TPHMARCM-1085M_seg1,Trh-Gal4,M,9617.12,0.61,,
XIX,880,20,Trh-M-100069,2902,TPHMARCM-1141M_seg1,Trh-Gal4,M,11590.27,0.7,,
XIX,880,20,Trh-M-100070,2908,TPHMARCM-1156M_seg1,Trh-Gal4,M,10625.15,0.65,,
XIX,880,20,Trh-M-300076,2929,TPHMARCM-864M_seg1,Trh-Gal4,M,11385.29,0.66,,
XIX,880,20,Trh-M-900000,3450,TPHMARCM-206M_seg1,Trh-Gal4,M,9887.36,0.62,,
XIX,880,20,Trh-M-200017,3459,TPHMARCM-320M_seg1,Trh-Gal4,M,10733.31,0.65,,
XIX,880,20,Trh-M-300011,3468,TPHMARCM-338M_seg1,Trh-Gal4,M,11546.77,0.72,,
XIX,880,20,Trh-M-300025,3522,TPHMARCM-401M_seg1,Trh-Gal4,M,11602.41,0.71,,
XIX,880,20,Trh-M-400021,3550,TPHMARCM-473M_seg1,Trh-Gal4,M,10448.03,0.65,,
XIX,880,20,Trh-M-100044,3561,TPHMARCM-493M_seg1,Trh-Gal4,M,11714.26,0.7,,
XIX,880,20,Trh-M-400024,3586,TPHMARCM-530M_seg1,Trh-Gal4,M,11457.92,0.7,,
XIX,880,20,Trh-M-200029,3603,TPHMARCM-546M_seg1,Trh-Gal4,M,11933.19,0.7,,
XIX,880,20,Trh-M-200033,3695,TPHMARCM-846M_seg1,Trh-Gal4,M,11461.74,0.71,,
XIX,880,20,Trh-M-200034,3696,TPHMARCM-847M_seg1,Trh-Gal4,M,11733.39,0.7,,
XIX,880,20,Tdc2-F-400000,10189,dTdc-2MARCM-F-008_seg1,Tdc2-Gal4,F,11518.61,0.68,,
XIX,880,20,Tdc2-F-300023,10303,dTdc2MARCM-F000166_seg001,Tdc2-Gal4,F,10031.34,0.62,,
XIX,880,20,Tdc2-F-300025,10305,dTdc2MARCM-F000168_seg001,Tdc2-Gal4,F,11258.13,0.66,,
XIX,880,20,Tdc2-F-300017,10406,dTdc2MARCM-F000121_seg001,Tdc2-Gal4,F,10998.03,0.67,,
XIX,880,20,Tdc2-F-300018,10407,dTdc2MARCM-F000122_seg001,Tdc2-Gal4,F,11854.35,0.71,,
XIX,880,20,Tdc2-F-200031,10410,dTdc2MARCM-F000125_seg001,Tdc2-Gal4,F,12440.48,0.71,,
XIX,880,20,Tdc2-F-200032,10411,dTdc2MARCM-F000126_seg001,Tdc2-Gal4,F,11250.66,0.66,,
XIX,880,20,Tdc2-F-400021,10429,dTdc2MARCM-F000145_seg001,Tdc2-Gal4,F,12248.38,0.74,,
XIX,880,20,Tdc2-F-500001,10430,dTdc2MARCM-F000146_seg001,Tdc2-Gal4,F,11011.45,0.67,,
XIX,880,20,Trh-F-200116,12387,TPHMARCM-1182F_seg1,Trh-Gal4,F,11483.36,0.69,,
XIX,880,20,Trh-F-300149,12556,TPHMARCM-1344F_seg1,Trh-Gal4,F,10764.02,0.66,,
XIX,880,20,Tdc2-F-000010,12640,dTdc-2MARCM-F-059_seg1,Tdc2-Gal4,F,11496.21,0.69,,
XIX,880,20,Tdc2-F-400006,12659,dTdc2MARCM-F000078_seg001,Tdc2-Gal4,F,9971.95,0.59,,
XIX,880,20,Tdc2-F-400007,12660,dTdc2MARCM-F000079_seg001,Tdc2-Gal4,F,11793.31,0.69,,
XIX,880,20,Tdc2-F-200014,12665,dTdc2MARCM-F000087_seg001,Tdc2-Gal4,F,11775.77,0.7,,
XIX,880,20,Tdc2-F-300013,12672,dTdc2MARCM-F000094_seg001,Tdc2-Gal4,F,12112.74,0.71,,
XIX,880,20,Tdc2-F-200005,13194,dTdc-2MARCM-F-025_seg1,Tdc2-Gal4,F,10139.13,0.61,,
XIX,880,20,Tdc2-F-300005,13216,dTdc-2MARCM-F-048_seg1,Tdc2-Gal4,F,11647.27,0.69,,
XIX,880,20,Trh-F-200089,13236,TPHMARCM-723F_seg1,Trh-Gal4,F,11227.5,0.68,,
XIX,880,20,Trh-F-300108,13240,TPHMARCM-727F_seg1,Trh-Gal4,F,11930.97,0.73,,
XIX,880,20,Trh-F-200025,13953,TPHMARCM-244F_seg1,Trh-Gal4,F,12763.79,0.77,,
XIX,880,20,Trh-F-200042,13981,TPHMARCM-271F_seg1,Trh-Gal4,F,11919.27,0.7,,
XIX,880,20,Trh-F-200062,14030,TPHMARCM-315F_seg1,Trh-Gal4,F,11421.98,0.7,,
XIX,880,20,Trh-F-300049,14076,TPHMARCM-425F_seg1,Trh-Gal4,F,11706.14,0.72,,
XIX,880,20,Trh-F-300057,14087,TPHMARCM-438F_seg1,Trh-Gal4,F,11913.02,0.72,,
XIX,880,20,Trh-F-300067,14122,TPHMARCM-481F_seg2,Trh-Gal4,F,12121.13,0.71,,
XIX,890,20,Trh-F-300054,14081,TPHMARCM-430F_seg1,Trh-Gal4,F,12869.83,1,,
XIX,890,20,Trh-M-600109,2001,TPHMARCM-M001698_seg002,Trh-Gal4,M,8869.88,0.7,,
XIX,890,20,Trh-M-500188,2106,TPHMARCM-M001605_seg001,Trh-Gal4,M,8948.73,0.69,,
XIX,890,20,Trh-M-200093,2128,TPHMARCM-M001620_seg001,Trh-Gal4,M,9108.93,0.71,,
XIX,890,20,Trh-M-400122,2130,TPHMARCM-M001621_seg001,Trh-Gal4,M,9272,0.73,,
XIX,890,20,Trh-M-400130,2147,TPHMARCM-M001636_seg001,Trh-Gal4,M,8496.06,0.67,,
XIX,890,20,Trh-M-300153,2166,TPHMARCM-M001657_seg001,Trh-Gal4,M,6973.45,0.58,,
XIX,890,20,Trh-M-300154,2170,TPHMARCM-M001660_seg001,Trh-Gal4,M,9566.37,0.73,,
XIX,890,20,Trh-M-200121,2271,TPHMARCM-M001758_seg001,Trh-Gal4,M,8909.57,0.71,,
XIX,890,20,Trh-M-300130,2605,TPHMARCM-1269M_seg1,Trh-Gal4,M,9179.63,0.7,,
XIX,890,20,Trh-M-500123,2722,TPHMARCM-M001486_seg001,Trh-Gal4,M,9367.4,0.73,,
XIX,890,20,Trh-M-300132,2724,TPHMARCM-M001488_seg001,Trh-Gal4,M,8816.11,0.68,,
XIX,890,20,Trh-M-300135,2744,TPHMARCM-M001510_seg001,Trh-Gal4,M,9368.01,0.72,,
XIX,890,20,Trh-M-300136,2745,TPHMARCM-M001511_seg001,Trh-Gal4,M,8205.07,0.68,,
XIX,890,20,Trh-M-300110,2875,TPHMARCM-1119M_seg1,Trh-Gal4,M,8978.25,0.71,,
XIX,890,20,Trh-M-300112,2885,TPHMARCM-1127M_seg1,Trh-Gal4,M,9384.59,0.72,,
XIX,890,20,Trh-M-200050,2890,TPHMARCM-1130M_seg1,Trh-Gal4,M,9178.82,0.72,,
XIX,890,20,Trh-M-300077,2943,TPHMARCM-887M_seg1,Trh-Gal4,M,9297.6,0.74,,
XIX,890,20,Trh-M-300079,2945,TPHMARCM-889M_seg1,Trh-Gal4,M,8456.95,0.65,,
XIX,890,20,Trh-M-300084,2969,TPHMARCM-909M_seg2,Trh-Gal4,M,8398.74,0.68,,
XIX,890,20,Trh-M-300018,3515,TPHMARCM-396M_seg1,Trh-Gal4,M,9045.46,0.72,,
XIX,890,20,Trh-M-300029,3526,TPHMARCM-414M_seg1,Trh-Gal4,M,8720.66,0.67,,
XIX,890,20,Trh-M-300034,3531,TPHMARCM-419M_seg1,Trh-Gal4,M,9289.42,0.73,,
XIX,890,20,Trh-M-100045,3574,TPHMARCM-504M_seg1,Trh-Gal4,M,9455.23,0.73,,
XIX,890,20,Trh-M-300053,3590,TPHMARCM-534M_seg1,Trh-Gal4,M,8869.21,0.67,,
XIX,890,20,Trh-M-300056,3606,TPHMARCM-549M_seg1,Trh-Gal4,M,9196.17,0.71,,
XIX,890,20,Trh-M-300061,3635,TPHMARCM-617M_seg1,Trh-Gal4,M,8933.49,0.7,,
XIX,890,20,Trh-M-300062,3658,TPHMARCM-673M_seg1,Trh-Gal4,M,9213.09,0.69,,
XIX,890,20,Trh-F-200046,8397,TPHMARCM-281F_seg1,Trh-Gal4,F,9399.8,0.66,,
XIX,890,20,Tdc2-F-500002,10298,dTdc2MARCM-F000162_seg001,Tdc2-Gal4,F,8432.41,0.62,,
XIX,890,20,Tdc2-F-300020,10300,dTdc2MARCM-F000163_seg001,Tdc2-Gal4,F,9182.3,0.69,,
XIX,890,20,Tdc2-F-300021,10301,dTdc2MARCM-F000164_seg001,Tdc2-Gal4,F,9674.85,0.7,,
XIX,890,20,Tdc2-F-300028,10307,dTdc2MARCM-F000170_seg001,Tdc2-Gal4,F,9158.68,0.69,,
XIX,890,20,Tdc2-F-200057,10327,dTdc2MARCM-F000189_seg001,Tdc2-Gal4,F,9584.5,0.73,,
XIX,890,20,Tdc2-F-300030,10329,dTdc2MARCM-F000191_seg001,Tdc2-Gal4,F,9370.07,0.72,,
XIX,890,20,Tdc2-F-300032,10333,dTdc2MARCM-F000195_seg001,Tdc2-Gal4,F,9901.64,0.74,,
XIX,890,20,Tdc2-F-100054,10345,dTdc2MARCM-F000207_seg001,Tdc2-Gal4,F,9569.1,0.73,,
XIX,890,20,Tdc2-F-000032,10358,dTdc2MARCM-F000220_seg001,Tdc2-Gal4,F,9377.28,0.7,,
XIX,890,20,Tdc2-F-300043,10368,dTdc2MARCM-F000229_seg002,Tdc2-Gal4,F,9504.2,0.71,,
XIX,890,20,Tdc2-F-100065,10378,dTdc2MARCM-F000240_seg001,Tdc2-Gal4,F,8748.07,0.66,,
XIX,890,20,Tdc2-F-200024,10394,dTdc2MARCM-F000107_seg001,Tdc2-Gal4,F,8944.26,0.67,,
XIX,890,20,Tdc2-F-100042,10414,dTdc2MARCM-F000129_seg001,Tdc2-Gal4,F,9518.91,0.7,,
XIX,890,20,Tdc2-F-400012,10422,dTdc2MARCM-F000138_seg001,Tdc2-Gal4,F,9084.15,0.68,,
XIX,890,20,Tdc2-F-400016,10426,dTdc2MARCM-F000141_seg001,Tdc2-Gal4,F,9067.97,0.69,,
XIX,890,20,Tdc2-F-200037,10431,dTdc2MARCM-F000147_seg001,Tdc2-Gal4,F,9250.94,0.7,,
XIX,890,20,Trh-F-300143,12428,TPHMARCM-1223F_seg1,Trh-Gal4,F,9458.12,0.73,,
XIX,890,20,Trh-F-100076,12517,TPHMARCM-1299F_seg1,Trh-Gal4,F,9421.45,0.73,,
XIX,890,20,Tdc2-F-200008,12633,dTdc-2MARCM-F-051_seg1,Tdc2-Gal4,F,9141.62,0.71,,
XIX,890,20,Tdc2-F-100024,12636,dTdc-2MARCM-F-055_seg1,Tdc2-Gal4,F,9338.43,0.7,,
XIX,890,20,Tdc2-F-300010,12647,dTdc-2MARCM-F-066_seg1,Tdc2-Gal4,F,8938.57,0.71,,
XIX,890,20,Tdc2-F-300011,12648,dTdc-2MARCM-F-067_seg1,Tdc2-Gal4,F,9391.11,0.72,,
XIX,890,20,Tdc2-F-200017,12670,dTdc2MARCM-F000092_seg001,Tdc2-Gal4,F,9422.23,0.72,,
XIX,890,20,Tdc2-F-300016,12675,dTdc2MARCM-F000096_seg002,Tdc2-Gal4,F,9395.51,0.74,,
XIX,890,20,Trh-F-200103,12685,TPHMARCM-1095F_seg1,Trh-Gal4,F,9151.62,0.72,,
XIX,890,20,Trh-F-400090,12686,TPHMARCM-1096F_seg1,Trh-Gal4,F,8734.46,0.68,,
XIX,890,20,Trh-F-300134,12701,TPHMARCM-1150F_seg1,Trh-Gal4,F,9330.92,0.71,,
XIX,890,20,Trh-F-300139,12707,TPHMARCM-1164F_seg1,Trh-Gal4,F,8840.03,0.7,,
XIX,890,20,Tdc2-F-400003,13191,dTdc-2MARCM-F-022--montage_seg1,Tdc2-Gal4,F,8301.43,0.65,,
XIX,890,20,Trh-F-300104,13228,TPHMARCM-715F_seg1,Trh-Gal4,F,9476.93,0.71,,
XIX,890,20,Trh-F-200001,13795,TPHMARCM-013F_seg1,Trh-Gal4,F,9402.74,0.71,,
XIX,890,20,Trh-F-900000,13908,TPHMARCM-176F_seg1,Trh-Gal4,F,9126.91,0.68,,
XIX,890,20,Trh-F-200012,13931,TPHMARCM-220F_seg1,Trh-Gal4,F,9613.55,0.69,,
XIX,890,20,Trh-F-200016,13937,TPHMARCM-229F_seg1,Trh-Gal4,F,8952.99,0.68,,
XIX,890,20,Trh-F-300020,13964,TPHMARCM-253F_seg2,Trh-Gal4,F,9456.53,0.72,,
XIX,890,20,Trh-F-300021,13975,TPHMARCM-265F_seg1,Trh-Gal4,F,9400.16,0.72,,
XIX,890,20,Trh-F-200041,13980,TPHMARCM-270F_seg1,Trh-Gal4,F,9040.12,0.67,,
XIX,890,20,Trh-F-300025,13987,TPHMARCM-276F_seg1,Trh-Gal4,F,8916.8,0.67,,
XIX,890,20,Trh-F-400042,14029,TPHMARCM-314F_seg1,Trh-Gal4,F,7926.18,0.67,,
XIX,890,20,Trh-F-300062,14108,TPHMARCM-467F_seg1,Trh-Gal4,F,9128.61,0.72,,
XIX,890,20,Trh-F-500041,14110,TPHMARCM-468F_seg2,Trh-Gal4,F,9548.34,0.73,,
XIX,890,20,Trh-F-200080,14205,TPHMARCM-646F_seg1,Trh-Gal4,F,9333.23,0.71,,
XIX,890,20,Trh-F-200083,14229,TPHMARCM-681F_seg1,Trh-Gal4,F,9023.92,0.66,,
XIX,890,20,Trh-F-200085,14231,TPHMARCM-683F_seg1,Trh-Gal4,F,9095.08,0.71,,
XIX,890,20,Trh-F-100059,14242,TPHMARCM-695F_seg1,Trh-Gal4,F,9435.92,0.72,,
XIX,890,20,Trh-F-200088,14245,TPHMARCM-697F_seg2,Trh-Gal4,F,9605.72,0.73,,
XIX,890,20,Trh-F-300099,14247,TPHMARCM-698F_seg2,Trh-Gal4,F,9016.15,0.71,,
XVIII,22,21,fru-M-300288,229,FruMARCM-M002442_seg001,fru-Gal4,M,54748.03,1,,
XVIII,22,21,fru-M-700084,433,FruMARCM-M001550_seg001,fru-Gal4,M,38367.52,0.67,,
XVIII,22,21,fru-M-000119,648,FruMARCM-M001860_seg001,fru-Gal4,M,39859.67,0.71,,
XVIII,22,21,fru-M-300128,980,FruMARCM-M001153_seg002,fru-Gal4,M,36189.87,0.66,,
XVIII,22,21,fru-M-000042,1105,FruMARCM-M001289_seg001,fru-Gal4,M,37512.54,0.7,,
XVIII,22,21,fru-M-900028,1113,FruMARCM-M001294_seg001,fru-Gal4,M,34102.63,0.56,,
XVIII,22,21,fru-M-400128,1115,FruMARCM-M001314_seg001,fru-Gal4,M,39019.18,0.67,,
XVIII,22,21,fru-M-000045,1127,FruMARCM-M001323_seg001,fru-Gal4,M,33504.86,0.63,,
