Supercluster,Cluster,ClusterGroup,Neuron,idid,Gene name,Driver,Sex,Raw score,Normalised score,,
XIX,186,11,fru-F-500240,4731,FruMARCM-F002057_seg002,fru-Gal4,F,14195.67,0.62,,
XIX,186,11,fru-F-500254,4783,FruMARCM-F002104_seg003,fru-Gal4,F,15433.48,0.63,,
XIX,186,11,VGlut-F-500070,6124,DvGlutMARCM-F423-X3_seg1,VGlut-Gal4,F,10137.35,0.45,,
XIX,186,11,fru-F-700114,6177,FruMARCM-F001111_seg001,fru-Gal4,F,14687.59,0.64,,
XIX,186,11,fru-F-700063,7270,FruMARCM-F000908_seg001,fru-Gal4,F,14447.71,0.64,,
XIX,186,11,Cha-F-400112,7661,ChaMARCM-F000489_seg003,Cha-Gal4,F,11516.01,0.5,,
XIX,186,11,fru-F-500143,7827,FruMARCM-F000720_seg001,fru-Gal4,F,12923.48,0.57,,
XIX,186,11,fru-F-500011,9839,FruMARCM-F000406_seg001,fru-Gal4,F,15397.77,0.63,,
XIX,186,11,fru-F-600021,9940,FruMARCM-F000526_seg001,fru-Gal4,F,13193.43,0.61,,
XIX,186,11,TH-F-100008,13338,THMARCM-071F_seg1,TH-Gal4,F,14707.29,0.62,,
XIX,186,11,TH-F-700016,13362,THMARCM-106_seg1,TH-Gal4,F,15616.3,0.67,,
XIX,186,11,TH-F-700017,13363,THMARCM-107_seg1,TH-Gal4,F,15489.31,0.65,,
XIX,186,11,Trh-F-300031,14003,TPHMARCM-293F_seg1,Trh-Gal4,F,13312.2,0.61,,
XIX,141,12,Trh-M-400106,2068,TPHMARCM-M001571_seg001,Trh-Gal4,M,27835.28,1,,
XIX,141,12,Trh-M-400109,2071,TPHMARCM-M001574_seg001,Trh-Gal4,M,20526.03,0.73,,
XIX,141,12,Trh-M-500195,2115,TPHMARCM-M001613_seg001,Trh-Gal4,M,18943.14,0.7,,
XIX,141,12,Trh-M-200091,2123,TPHMARCM-M001617_seg003,Trh-Gal4,M,18406.3,0.67,,
XIX,141,12,Trh-M-400123,2131,TPHMARCM-M001622_seg001,Trh-Gal4,M,19583.39,0.71,,
XIX,141,12,Trh-M-400134,2151,TPHMARCM-M001639_seg001,Trh-Gal4,M,18283.48,0.66,,
XIX,141,12,Trh-M-400136,2153,TPHMARCM-M001641_seg001,Trh-Gal4,M,20047.87,0.73,,
XIX,141,12,Trh-M-200102,2202,TPHMARCM-M001692_seg001,Trh-Gal4,M,19317.04,0.72,,
XIX,141,12,Trh-M-200114,2253,TPHMARCM-M001740_seg001,Trh-Gal4,M,19832.17,0.7,,
XIX,141,12,Trh-M-200119,2269,TPHMARCM-M001757_seg001,Trh-Gal4,M,19260.46,0.71,,
XIX,141,12,Trh-M-300139,2566,TPHMARCM-M001543_seg001,Trh-Gal4,M,19757.18,0.7,,
XIX,141,12,Trh-M-200039,2581,TPHMARCM-861M_seg1,Trh-Gal4,M,20028.5,0.71,,
XIX,141,12,Trh-M-700070,2592,TPHMARCM-1176M_seg1,Trh-Gal4,M,20195.78,0.73,,
XIX,141,12,Trh-M-300128,2603,TPHMARCM-1267M_seg1,Trh-Gal4,M,18598.29,0.69,,
XIX,141,12,Trh-M-200069,2643,TPHMARCM-M001412_seg001,Trh-Gal4,M,19757,0.72,,
XIX,141,12,Trh-M-200071,2645,TPHMARCM-M001414_seg001,Trh-Gal4,M,19795.21,0.71,,
XIX,141,12,Trh-M-300133,2725,TPHMARCM-M001489_seg001,Trh-Gal4,M,20323.44,0.74,,
XIX,141,12,Trh-M-700086,2749,TPHMARCM-M001515_seg001,Trh-Gal4,M,19989.97,0.71,,
XIX,141,12,Trh-M-400055,2811,TPHMARCM-1040M_seg2,Trh-Gal4,M,19980.77,0.73,,
XIX,141,12,Trh-M-300093,2849,TPHMARCM-1077M_seg1,Trh-Gal4,M,19825.69,0.71,,
XIX,141,12,Trh-M-300103,2864,TPHMARCM-1102M_seg1,Trh-Gal4,M,18622.79,0.69,,
XIX,141,12,Trh-M-300105,2866,TPHMARCM-1104M_seg1,Trh-Gal4,M,19763.84,0.71,,
XIX,141,12,Trh-M-100062,2895,TPHMARCM-1134M_seg1,Trh-Gal4,M,20203.08,0.73,,
XIX,141,12,Trh-M-300115,2904,TPHMARCM-1144M_seg1,Trh-Gal4,M,19998.13,0.72,,
XIX,141,12,Trh-M-200057,2918,TPHMARCM-1169M_seg1,Trh-Gal4,M,19689.96,0.72,,
XIX,141,12,Trh-M-300075,2920,TPHMARCM-853M_seg1,Trh-Gal4,M,20562.56,0.73,,
XIX,141,12,Trh-M-200037,2924,TPHMARCM-860M_seg1,Trh-Gal4,M,19541.29,0.71,,
XIX,141,12,Trh-M-200042,2932,TPHMARCM-867M_seg1,Trh-Gal4,M,20174.93,0.72,,
XIX,141,12,Trh-M-300085,2970,TPHMARCM-910M_seg1,Trh-Gal4,M,17037.61,0.63,,
XIX,141,12,Trh-M-200044,2985,TPHMARCM-922M_seg1,Trh-Gal4,M,20185.77,0.72,,
XIX,141,12,Trh-M-300089,3007,TPHMARCM-956M_seg1,Trh-Gal4,M,18064.05,0.65,,
XIX,141,12,Trh-M-200007,3425,TPHMARCM-118M_seg2,Trh-Gal4,M,19818,0.71,,
XIX,141,12,Trh-M-200009,3429,TPHMARCM-164M_seg2,Trh-Gal4,M,19399.15,0.72,,
XIX,141,12,Trh-M-200018,3460,TPHMARCM-321M_seg1,Trh-Gal4,M,19449.86,0.71,,
XIX,141,12,Trh-M-300008,3465,TPHMARCM-335M_seg2,Trh-Gal4,M,17393.26,0.66,,
XIX,141,12,Trh-M-300009,3466,TPHMARCM-336M_seg1,Trh-Gal4,M,19004.53,0.71,,
XIX,141,12,Trh-M-300012,3496,TPHMARCM-366M_seg1,Trh-Gal4,M,18168.59,0.65,,
XIX,141,12,Trh-M-300040,3539,TPHMARCM-445M_seg1,Trh-Gal4,M,20368.65,0.73,,
XIX,141,12,Trh-M-300049,3567,TPHMARCM-498M_seg1,Trh-Gal4,M,19374,0.7,,
XIX,141,12,Trh-M-300054,3604,TPHMARCM-547M_seg1,Trh-Gal4,M,20275.89,0.73,,
XIX,141,12,Trh-M-300057,3618,TPHMARCM-582M_seg1,Trh-Gal4,M,19163.07,0.69,,
XIX,141,12,Trh-M-300060,3634,TPHMARCM-616M_seg1,Trh-Gal4,M,19469.76,0.71,,
XIX,141,12,Trh-M-400030,3639,TPHMARCM-629M_seg1,Trh-Gal4,M,20519.89,0.73,,
XIX,141,12,Trh-M-300066,3667,TPHMARCM-706M_seg1,Trh-Gal4,M,19910.5,0.73,,
XIX,141,12,Trh-M-400037,3668,TPHMARCM-710M_seg1,Trh-Gal4,M,20681.91,0.74,,
XIX,141,12,Trh-M-300068,3684,TPHMARCM-798M_seg1,Trh-Gal4,M,21125.97,0.76,,
XIX,141,12,Trh-F-400025,10436,TPHMARCM-172F_seg1,Trh-Gal4,F,19592.39,0.7,,
XIX,141,12,Trh-F-400089,10446,TPHMARCM-1086F_seg2,Trh-Gal4,F,18910.11,0.7,,
XIX,141,12,Trh-F-200113,12380,TPHMARCM-1175F_seg1,Trh-Gal4,F,20466.03,0.73,,
XIX,141,12,Trh-F-700056,12394,TPHMARCM-1192F_seg1,Trh-Gal4,F,20109.31,0.72,,
XIX,141,12,Trh-F-200120,12414,TPHMARCM-1207F_seg1,Trh-Gal4,F,19217.11,0.69,,
XIX,141,12,Trh-F-700061,12426,TPHMARCM-1221F_seg1,Trh-Gal4,F,20121.75,0.71,,
XIX,141,12,Trh-F-600091,12443,TPHMARCM-1237F_seg1,Trh-Gal4,F,19024.7,0.69,,
XIX,141,12,Trh-F-300144,12454,TPHMARCM-1246F_seg1,Trh-Gal4,F,19384.04,0.72,,
XIX,141,12,Trh-F-100075,12515,TPHMARCM-1297F_seg1,Trh-Gal4,F,19071.55,0.7,,
XIX,141,12,Trh-F-500185,12543,TPHMARCM-1331F_seg1,Trh-Gal4,F,20394.17,0.71,,
XIX,141,12,Trh-F-200127,12550,TPHMARCM-1337F_seg1,Trh-Gal4,F,20042.12,0.72,,
XIX,141,12,Trh-F-200128,12551,TPHMARCM-1338F_seg1,Trh-Gal4,F,16884.69,0.65,,
XIX,141,12,Trh-F-300135,12702,TPHMARCM-1151F_seg1,Trh-Gal4,F,19325.14,0.72,,
XIX,141,12,Trh-F-300138,12706,TPHMARCM-1163F_seg1,Trh-Gal4,F,19867.78,0.7,,
XIX,141,12,Trh-F-200096,12712,TPHMARCM-855F_seg1,Trh-Gal4,F,20374.5,0.71,,
XIX,141,12,Trh-F-300103,13219,TPHMARCM-701F_seg1,Trh-Gal4,F,20600.01,0.72,,
XIX,141,12,Trh-F-500080,13221,TPHMARCM-703F_seg1,Trh-Gal4,F,20558.51,0.71,,
XIX,141,12,Trh-F-400074,13231,TPHMARCM-718F_seg1,Trh-Gal4,F,19590.37,0.69,,
XIX,141,12,Trh-F-200093,13302,TPHMARCM-784F_seg1,Trh-Gal4,F,20384.22,0.73,,
XIX,141,12,Trh-F-100026,13832,TPHMARCM-053F_seg1,Trh-Gal4,F,18306.1,0.62,,
XIX,141,12,Trh-F-200004,13869,TPHMARCM-139F_seg1,Trh-Gal4,F,19651.49,0.69,,
XIX,141,12,Trh-F-200007,13912,TPHMARCM-188F_seg1,Trh-Gal4,F,20134.29,0.69,,
XIX,141,12,Trh-F-200022,13947,TPHMARCM-239F_seg1,Trh-Gal4,F,19135.49,0.7,,
XIX,141,12,Trh-F-300029,13999,TPHMARCM-289F_seg1,Trh-Gal4,F,20040.51,0.72,,
XIX,141,12,Trh-F-300035,14011,TPHMARCM-299F_seg1,Trh-Gal4,F,19855.87,0.72,,
XIX,141,12,Trh-F-300044,14060,TPHMARCM-388F_seg1,Trh-Gal4,F,19480.03,0.72,,
XIX,141,12,Trh-F-300047,14073,TPHMARCM-422F_seg1,Trh-Gal4,F,20493.36,0.6,,
XIX,141,12,Trh-F-400051,14074,TPHMARCM-423F_seg1,Trh-Gal4,F,20034.77,0.68,,
XIX,141,12,Trh-F-300048,14075,TPHMARCM-424F_seg1,Trh-Gal4,F,20657.5,0.72,,
XIX,141,12,Trh-F-300056,14083,TPHMARCM-432F_seg1,Trh-Gal4,F,19068.55,0.69,,
XIX,141,12,Trh-F-200066,14093,TPHMARCM-447F_seg1,Trh-Gal4,F,20043.2,0.72,,
XIX,141,12,Trh-F-500042,14111,TPHMARCM-469F_seg1,Trh-Gal4,F,20481.95,0.7,,
XIX,141,12,Trh-F-300073,14139,TPHMARCM-551F_seg1,Trh-Gal4,F,19923.43,0.73,,
XIX,141,12,Trh-F-500052,14170,TPHMARCM-608F_seg1,Trh-Gal4,F,19019.71,0.68,,
XIX,141,12,Trh-F-400057,14175,TPHMARCM-612F_seg1,Trh-Gal4,F,20019.48,0.72,,
XIX,141,12,Trh-F-300090,14186,TPHMARCM-625F_seg1,Trh-Gal4,F,19091.04,0.7,,
XIX,141,12,Trh-F-300115,14285,TPHMARCM-828F_seg1,Trh-Gal4,F,20370.46,0.72,,
XIX,141,12,VGlut-F-200285,15182,DvGlutMARCM-F1513_seg1,VGlut-Gal4,F,19219.21,0.69,,
XIX,196,12,TH-M-300047,3278,THMARCM-473M_seg1,TH-Gal4,M,54463.3,1,,
XIX,251,12,TH-M-200051,946,THMARCM-367M_seg2,TH-Gal4,M,42097,0.77,,
XIX,306,12,TH-M-300012,2582,THMARCM-087M_seg1,TH-Gal4,M,40611.57,0.71,,
XIX,361,12,TH-M-300013,2583,THMARCM-088M_seg1,TH-Gal4,M,40512.24,0.74,,
XIX,416,12,TH-M-300009,3046,THMARCM-084M_seg1,TH-Gal4,M,41195.34,0.75,,
XIX,471,12,VGlut-F-000493,8534,DvGlutMARCM-F003111_seg001,VGlut-Gal4,F,41163.25,0.71,,
XIX,526,12,Tdc2-F-200034,10285,dTdc2MARCM-F000130_seg001,Tdc2-Gal4,F,19687.93,0.31,,
XIX,581,12,TH-F-200012,10471,THMARCM-264F_seg2,TH-Gal4,F,40968.77,0.74,,
XIX,636,12,Gad1-F-200065,11250,GadMARCM-F000230_seg001,Gad1-Gal4,F,38547.51,0.72,,
XIX,691,12,VGlut-F-300364,12918,DvGlutMARCM-F1957_seg1,VGlut-Gal4,F,41163.25,0.71,,
XIX,746,12,TH-F-200059,13508,THMARCM-384F_seg1,TH-Gal4,F,41021.98,0.74,,
XIX,801,12,TH-F-300056,13533,THMARCM-417F_seg1,TH-Gal4,F,41680.86,0.76,,
XIX,206,13,Trh-M-000018,3481,TPHMARCM-352M_seg2,Trh-Gal4,M,59041.77,1,,
XIX,206,13,fru-M-300250,54,FruMARCM-M002250_seg001,fru-Gal4,M,34955.01,0.48,,
XIX,206,13,fru-M-500230,153,FruMARCM-M002377_seg003,fru-Gal4,M,30815.23,0.52,,
XIX,206,13,fru-M-600083,631,FruMARCM-M001842_seg001,fru-Gal4,M,33788.24,0.55,,
XIX,206,13,fru-M-900029,1139,FruMARCM-M001332_seg001,fru-Gal4,M,27176.29,0.58,,
XIX,206,13,fru-M-600057,1197,FruMARCM-M001377_seg001,fru-Gal4,M,35591.5,0.67,,
XIX,206,13,fru-M-200202,1294,FruMARCM-M001487_seg001,fru-Gal4,M,34769.12,0.59,,
XIX,206,13,fru-M-400095,1472,FruMARCM-M001031_seg001,fru-Gal4,M,26514.46,0.57,,
XIX,206,13,fru-M-100069,1651,FruMARCM-M000790_seg001,fru-Gal4,M,32897.29,0.64,,
XIX,206,13,Trh-M-100035,1976,TPHMARCM-0345M_seg001,Trh-Gal4,M,42995.48,0.72,,
XIX,206,13,Trh-M-200118,2034,TPHMARCM-M001755_seg001,Trh-Gal4,M,43819.95,0.73,,
XIX,206,13,Trh-M-000060,2111,TPHMARCM-M001609_seg001,Trh-Gal4,M,44074.37,0.73,,
XIX,206,13,Trh-M-000091,2265,TPHMARCM-M001752_seg001,Trh-Gal4,M,44486.06,0.74,,
XIX,206,13,Trh-M-000118,2304,TPHMARCM-M001786_seg001,Trh-Gal4,M,43565.47,0.73,,
XIX,206,13,Trh-M-100005,3388,TPHMARCM-067M_seg1,Trh-Gal4,M,43524.35,0.72,,
XIX,206,13,Trh-M-100029,3469,TPHMARCM-339M_seg1,Trh-Gal4,M,42623.77,0.72,,
XIX,206,13,Trh-M-200022,3484,TPHMARCM-357M_seg1,Trh-Gal4,M,43110.71,0.73,,
XIX,206,13,Cha-F-400243,3892,ChaMARCM-F001554_seg001,Cha-Gal4,F,25618.02,0.5,,
XIX,206,13,fru-F-200134,4636,FruMARCM-F001774_seg001,fru-Gal4,F,36506.47,0.63,,
XIX,206,13,Cha-F-000208,5013,ChaMARCM-F001104_seg001,Cha-Gal4,F,23847.58,0.54,,
XIX,206,13,Cha-F-300227,5496,ChaMARCM-F000817_seg002,Cha-Gal4,F,31942.32,0.64,,
XIX,206,13,fru-F-400159,6367,FruMARCM-F001507_seg001,fru-Gal4,F,16868.9,0.44,,
XIX,206,13,VGlut-F-500823,6611,DvGlutMARCM-F004365_seg003,VGlut-Gal4,F,30340.76,0.54,,
XIX,206,13,VGlut-F-600738,6879,DvGlutMARCM-F004038_seg004,VGlut-Gal4,F,32426.94,0.63,,
XIX,206,13,fru-F-200054,7755,FruMARCM-F000648_seg001,fru-Gal4,F,29248.56,0.52,,
XIX,206,13,Trh-F-100024,13818,TPHMARCM-037F_seg1,Trh-Gal4,F,44666.43,0.73,,
XIX,206,13,Trh-F-200021,13944,TPHMARCM-236F-repeated0811-07_seg1,Trh-Gal4,F,41919.04,0.7,,
XIX,206,13,Trh-F-100043,14041,TPHMARCM-370F_seg1,Trh-Gal4,F,43503.08,0.72,,
XIX,584,14,G0239-F-000009,9013,G0239-F000009_seg001,G0239-Gal4,F,30272.57,1,,
XIX,584,14,G0239-F-000003,9007,G0239-F000003_seg001,G0239-Gal4,F,23723.12,0.78,,
XIX,584,14,G0239-F-000004,9008,G0239-F000004_seg001,G0239-Gal4,F,23710.53,0.79,,
XIX,584,14,G0239-F-000005,9009,G0239-F000005_seg001,G0239-Gal4,F,23461.32,0.76,,
XIX,584,14,G0239-F-000006,9010,G0239-F000006_seg001,G0239-Gal4,F,24195.88,0.79,,
XIX,584,14,G0239-F-000007,9011,G0239-F000007_seg001,G0239-Gal4,F,24463.28,0.8,,
XIX,584,14,G0239-F-000008,9012,G0239-F000008_seg001,G0239-Gal4,F,23670.92,0.76,,
XIX,584,14,G0239-F-000010,9014,G0239-F000010_seg001,G0239-Gal4,F,23260.85,0.77,,
XIX,584,14,G0239-F-000011,9015,G0239-F000011_seg001,G0239-Gal4,F,24206.62,0.79,,
XIX,584,14,G0239-F-000012,9016,G0239-F000012_seg001,G0239-Gal4,F,24090.13,0.79,,
XIX,584,14,G0239-F-000013,9017,G0239-F000013_seg001,G0239-Gal4,F,23899.18,0.79,,
XIX,584,14,G0239-F-000001,9730,VAMFlipOut-F000001_seg001,G0239-Gal4,F,24198.75,0.78,,
XIX,638,15,fru-F-400079,9972,FruMARCM-F000564_seg001,fru-Gal4,F,13427.9,1,,
XIX,638,15,fru-M-400031,1856,FruMARCM-M000377_seg001,fru-Gal4,M,7403.05,0.55,,
XIX,638,15,TH-M-500010,3370,THMARCM-801M_seg1,TH-Gal4,M,8084.15,0.59,,
XIX,638,15,fru-F-500199,4530,FruMARCM-F001640_seg002,fru-Gal4,F,8081.25,0.61,,
XIX,638,15,fru-F-500204,4544,FruMARCM-F001655_seg001,fru-Gal4,F,8338.84,0.59,,
XIX,638,15,fru-F-200139,4688,FruMARCM-F001922_seg001,fru-Gal4,F,7683.46,0.59,,
XIX,638,15,fru-F-500230,4706,FruMARCM-F001997_seg001,fru-Gal4,F,8864.11,0.63,,
XIX,638,15,fru-F-500260,4824,FruMARCM-F002189_seg001,fru-Gal4,F,9023.41,0.62,,
XIX,638,15,Cha-F-300303,5148,ChaMARCM-F001197_seg001,Cha-Gal4,F,7180.08,0.51,,
XIX,638,15,fru-F-500163,6211,FruMARCM-F001136_seg001,fru-Gal4,F,8346.96,0.62,,
XIX,638,15,fru-F-500175,6270,FruMARCM-F001303_seg002,fru-Gal4,F,8113.36,0.6,,
XIX,638,15,fru-F-600055,7310,FruMARCM-F000950_seg001,fru-Gal4,F,8462.66,0.63,,
XIX,638,15,fru-F-500125,7801,FruMARCM-F000700_seg002,fru-Gal4,F,8103.78,0.61,,
XIX,638,15,fru-F-200066,7889,FruMARCM-F000819_seg002,fru-Gal4,F,7513.44,0.56,,
XIX,638,15,fru-F-600015,9922,FruMARCM-F000503_seg003,fru-Gal4,F,7906.03,0.58,,
XIX,638,15,fru-F-600016,9928,FruMARCM-F000507_seg001,fru-Gal4,F,7663.82,0.55,,
XIX,638,15,fru-F-500050,9966,FruMARCM-F000556_seg001,fru-Gal4,F,8285.65,0.62,,
XIX,638,15,TH-F-700000,13324,THMARCM-044F_seg1,TH-Gal4,F,8259.55,0.59,,
XIX,638,15,TH-F-700004,13328,THMARCM-051F_seg1,TH-Gal4,F,8578.13,0.6,,
XIX,638,15,TH-F-700028,13374,THMARCM-131F_seg1,TH-Gal4,F,8575.73,0.63,,
XIX,663,16,Tdc2-F-200026,10399,dTdc2MARCM-F000113_seg001,Tdc2-Gal4,F,11913.13,1,,
XIX,663,16,Tdc2-F-000039,5982,dTdc2MARCM-F000231_seg001,Tdc2-Gal4,F,8950.93,0.75,,
XIX,663,16,Tdc2-F-200001,10188,dTdc-2MARCM-F-007_seg1,Tdc2-Gal4,F,8682.64,0.7,,
XIX,663,16,Tdc2-F-200067,10281,dTdc2MARCM-F000249_seg001,Tdc2-Gal4,F,8608.89,0.68,,
XIX,663,16,Tdc2-F-400017,10286,dTdc2MARCM-F000142_seg001,Tdc2-Gal4,F,8891.04,0.7,,
XIX,663,16,Tdc2-F-200043,10295,dTdc2MARCM-F000155_seg001,Tdc2-Gal4,F,9107.99,0.74,,
XIX,663,16,Tdc2-F-300022,10302,dTdc2MARCM-F000165_seg001,Tdc2-Gal4,F,8526.29,0.73,,
XIX,663,16,Tdc2-F-300024,10304,dTdc2MARCM-F000167_seg001,Tdc2-Gal4,F,8760.59,0.71,,
XIX,663,16,Tdc2-F-100049,10309,dTdc2MARCM-F000172_seg001,Tdc2-Gal4,F,8567.73,0.69,,
XIX,663,16,Tdc2-F-400024,10315,dTdc2MARCM-F000177_seg001,Tdc2-Gal4,F,8450.52,0.69,,
XIX,663,16,Tdc2-F-400025,10316,dTdc2MARCM-F000178_seg001,Tdc2-Gal4,F,8744.21,0.67,,
XIX,663,16,Tdc2-F-200054,10324,dTdc2MARCM-F000186_seg001,Tdc2-Gal4,F,9046.83,0.71,,
XIX,663,16,Tdc2-F-200055,10325,dTdc2MARCM-F000187_seg001,Tdc2-Gal4,F,8939.85,0.72,,
XIX,663,16,Tdc2-F-200059,10331,dTdc2MARCM-F000193_seg001,Tdc2-Gal4,F,8844.31,0.71,,
XIX,663,16,Tdc2-F-300035,10336,dTdc2MARCM-F000197_seg002,Tdc2-Gal4,F,8877.99,0.7,,
XIX,663,16,Tdc2-F-200061,10341,dTdc2MARCM-F000203_seg001,Tdc2-Gal4,F,8664.64,0.66,,
XIX,663,16,Tdc2-F-200063,10343,dTdc2MARCM-F000205_seg001,Tdc2-Gal4,F,8831.66,0.69,,
XIX,663,16,Tdc2-F-000025,10351,dTdc2MARCM-F000213_seg001,Tdc2-Gal4,F,8908.08,0.72,,
XIX,663,16,Tdc2-F-000037,10363,dTdc2MARCM-F000225_seg001,Tdc2-Gal4,F,8864.01,0.73,,
XIX,663,16,Tdc2-F-000041,10370,dTdc2MARCM-F000232_seg001,Tdc2-Gal4,F,8806.93,0.71,,
XIX,663,16,Tdc2-F-100059,10372,dTdc2MARCM-F000234_seg001,Tdc2-Gal4,F,8549.32,0.66,,
XIX,663,16,Tdc2-F-100068,10381,dTdc2MARCM-F000243_seg001,Tdc2-Gal4,F,8720.75,0.73,,
XIX,663,16,Tdc2-F-200022,10389,dTdc2MARCM-F000101_seg001,Tdc2-Gal4,F,8437.57,0.67,,
XIX,663,16,Tdc2-F-400011,10398,dTdc2MARCM-F000112_seg001,Tdc2-Gal4,F,8880.4,0.71,,
XIX,663,16,Tdc2-F-200030,10409,dTdc2MARCM-F000124_seg001,Tdc2-Gal4,F,8687.69,0.67,,
XIX,663,16,Tdc2-F-200035,10415,dTdc2MARCM-F000131_seg001,Tdc2-Gal4,F,8584.25,0.67,,
XIX,663,16,Tdc2-F-200036,10416,dTdc2MARCM-F000132_seg001,Tdc2-Gal4,F,9048.28,0.71,,
XIX,663,16,Tdc2-F-400018,10427,dTdc2MARCM-F000143_seg001,Tdc2-Gal4,F,8942.97,0.7,,
XIX,663,16,Tdc2-F-300019,10432,dTdc2MARCM-F000148_seg001,Tdc2-Gal4,F,8825.16,0.71,,
XIX,663,16,Tdc2-F-200038,10433,dTdc2MARCM-F000149_seg001,Tdc2-Gal4,F,8550.93,0.68,,
XIX,663,16,Tdc2-F-200039,10434,dTdc2MARCM-F000150_seg001,Tdc2-Gal4,F,8742.76,0.7,,
XIX,663,16,Tdc2-F-000008,12634,dTdc-2MARCM-F-053_seg1,Tdc2-Gal4,F,8498.66,0.71,,
XIX,663,16,Tdc2-F-100028,12642,dTdc-2MARCM-F-061_seg1,Tdc2-Gal4,F,8770.38,0.75,,
XIX,663,16,Tdc2-F-300009,12646,dTdc-2MARCM-F-065_seg1,Tdc2-Gal4,F,8184.74,0.67,,
XIX,663,16,Tdc2-F-100030,12650,dTdc2MARCM-F000069_seg001,Tdc2-Gal4,F,8452.23,0.66,,
XIX,663,16,Tdc2-F-400004,12652,dTdc2MARCM-F000071_seg001,Tdc2-Gal4,F,8566.57,0.69,,
XIX,663,16,Tdc2-F-200012,12663,dTdc2MARCM-F000085_seg001,Tdc2-Gal4,F,8177.27,0.72,,
XIX,663,16,Tdc2-F-200015,12666,dTdc2MARCM-F000088_seg001,Tdc2-Gal4,F,8900.2,0.69,,
XIX,663,16,Tdc2-F-200016,12667,dTdc2MARCM-F000089_seg001,Tdc2-Gal4,F,8732.9,0.71,,
XIX,663,16,Tdc2-F-300012,12669,dTdc2MARCM-F000091_seg001,Tdc2-Gal4,F,8931.16,0.69,,
XIX,663,16,Tdc2-F-100003,13184,dTdc-2MARCM-F-015_seg1,Tdc2-Gal4,F,9038.45,0.71,,
XIX,663,16,Tdc2-F-200003,13190,dTdc-2MARCM-F-021_seg1,Tdc2-Gal4,F,8812.92,0.7,,
XIX,663,16,Tdc2-F-300004,13205,dTdc-2MARCM-F-037_seg1,Tdc2-Gal4,F,8495.08,0.63,,
XIX,663,16,Tdc2-F-100017,13209,dTdc-2MARCM-F-041_seg1,Tdc2-Gal4,F,8836.24,0.72,,
XIX,663,16,Trh-F-200067,14094,TPHMARCM-451F_seg1,Trh-Gal4,F,9000.77,0.71,,
XIX,853,17,TH-F-200037,13481,THMARCM-334F_seg1,TH-Gal4,F,99439.36,1,,
XIX,853,17,TH-M-100075,2014,THMARCM-575M_seg,TH-Gal4,M,71970.75,0.74,,
XIX,853,17,TH-M-000045,2016,THMARCM-630M_seg,TH-Gal4,M,74654.8,0.75,,
XIX,853,17,TH-M-300011,3104,THMARCM-086M_seg1,TH-Gal4,M,72173.57,0.73,,
XIX,853,17,TH-M-100016,3123,THMARCM-161M_seg1,TH-Gal4,M,75368.66,0.75,,
XIX,853,17,TH-M-600000,3124,THMARCM-162M_seg1,TH-Gal4,M,73645.94,0.75,,
XIX,853,17,TH-M-500000,3152,THMARCM-201M_seg1,TH-Gal4,M,72295.55,0.7,,
XIX,853,17,TH-M-300023,3165,THMARCM-243M_seg1,TH-Gal4,M,73935.62,0.73,,
XIX,853,17,TH-M-100038,3180,THMARCM-272M_seg1,TH-Gal4,M,78103.64,0.78,,
XIX,853,17,TH-M-200027,3192,THMARCM-308M_seg1,TH-Gal4,M,77818.67,0.76,,
XIX,853,17,TH-M-100051,3211,THMARCM-339M_seg1,TH-Gal4,M,76368.53,0.76,,
XIX,853,17,TH-M-200049,3231,THMARCM-366M_seg1,TH-Gal4,M,77058.89,0.77,,
XIX,853,17,TH-M-200064,3246,THMARCM-403M_seg1,TH-Gal4,M,73116.73,0.74,,
XIX,853,17,TH-M-100054,3250,THMARCM-410M_seg1,TH-Gal4,M,74505.11,0.76,,
XIX,853,17,TH-M-200077,3275,THMARCM-469M_seg1,TH-Gal4,M,76824.95,0.78,,
XIX,853,17,TH-M-100065,3296,THMARCM-503M_seg1,TH-Gal4,M,77180.49,0.77,,
XIX,853,17,TH-M-000016,3310,THMARCM-545M_seg1,TH-Gal4,M,60578.1,0.68,,
XIX,853,17,TH-M-000017,3313,THMARCM-547M_seg1,TH-Gal4,M,70522.36,0.74,,
XIX,853,17,TH-M-000023,3326,THMARCM-582M_seg,TH-Gal4,M,76708.12,0.77,,
XIX,853,17,TH-M-100082,3357,THMARCM-718M_seg,TH-Gal4,M,73507.63,0.75,,
XIX,853,17,Cha-F-100237,5211,ChaMARCM-F001245_seg001,Cha-Gal4,F,71022.05,0.73,,
XIX,853,17,TH-F-100055,10480,THMARCM-499F_seg1,TH-Gal4,F,77440.22,0.77,,
XIX,853,17,TH-F-000030,10481,THMARCM-596F_seg1,TH-Gal4,F,77971.85,0.77,,
XIX,853,17,TH-F-000106,10486,THMARCM-731F_seg1,TH-Gal4,F,76470.5,0.76,,
XIX,853,17,TH-F-000091,10491,THMARCM-796F_seg1,TH-Gal4,F,77220.4,0.78,,
XIX,853,17,TH-F-100009,13339,THMARCM-082F_seg1,TH-Gal4,F,74125.42,0.76,,
XIX,853,17,TH-F-000006,13341,THMARCM-095F_seg1,TH-Gal4,F,75141.99,0.75,,
XIX,853,17,TH-F-300008,13385,THMARCM-153F_seg1,TH-Gal4,F,74954.7,0.73,,
